Question,Subj_Q,Answer,Subj_A
ما هو ترتيب لغات الحاسوب من الأسهل إلى الأصعب بالترتيب ,0,الى حد ما يمكن ترتيبهم من الاسهل الى الاصعب كالاتي  1  HTML2  CSS3  JavaScript4  Python5  Ruby6  Java7  PHP8  C C  9  C ,1
أنا أجلس على الحاسوب لمدة 10 ساعات يوميا   هل هذا يؤثر على صحتي مع العلم أني أنام من 6 إلى 8 ساعات يوميا  ,0,في فترة من الفترات  كنت نفسك تماما  وربما أكثر  كنت سليم معافى بفضل الله اما اليوم فانا لا أستطيع النظر بدون إستخدام النظارة الطبية  أنصحك بإن تستخدم نظارات مخصصة للحماية من أشعة الشاشة  وكذلك أنصحك بعدم المكوث طويلا  بفترة واحدة متواصلة وإنما أخذ إستراحة كل نصف ساعة وإن كانت تلك الإستراحة لا تتجاوز الخمس دقائق  فصدقني هي مفيدة للعين وللدماغ أيضا  حتى تتجنب أي نوبات أو صداع لا سمح الله ,0
أين أجد دورة متكاملة من الصفر حتى الاحتراف عن الدوائر الكهربائية والرقمية لبدء صنع آلات أبرمجها بنفسي بلغات البرمجة ,0,انصحك بالبدء بمشاهدة قناة م وليد عيسى دورة اكثر من رائعة,1
كيف أبدأ في تعلم لغات البرمجة وأحدد مساري للتعلم ,0,البرمجة كلمة عامة و شاسعة جدا لذا عليك اختيار مجال معين كي تشتغل عليه و تنمي مهاراتك و خبرتك فيه  مقلا برمجة مواقع الويب أو برمجة التطبيقات  لتعلم البرمجة  هناك العديد من التطبيقات المهمة و المجانية التي تختصر عليك الوقت و الجهد و تسرع في عملية التعلم بأسلوب مرح و خير ممل و بعضها يعطي ك شهادة معتمدة لقراءة المقالة التي تساعدك في تعلم البرمجة من الصفر الى الاحتراف و تشرح هذه التطبيقات  ,1
السلام عليكم انا خريج نطم معلومات ادارية وعايز اعرف لو هبدأ اخد كورسات عشان اطور من نفسي اخد ايه غير الانجليزي و Microsoft acess ,0,مرحبااولا مبارك لك تخرجك اما عن الخطوه التاليه التى تبجث عنها بعد كورسات الانجليزيه والmicrosoft acessفانا انصحك بشده بتعلم لغات البرمجه مثل لغه بايثون من حظن حظك ان الكورس متاح الان لفتره محدوده اشترك به وسيفيدك جدا بالتوفيقFree Coupon  The Python Programming A Z Definitive Diploma in 2021The Hands On Guide to Master Modern Python and Data  to Advance your Dev and Data Career in no time Link  Code 048355991071D1B667AD,0
هل تعلم لغة HTML كأول لغة برمجية اختيار مناسب ,1,لا  HTML ليست لغة برمجة  انما هي لغة ترميز نصوص منسقة للمتصفحات لغات البرمجة هي التي تحتوي على جمل الشرط وتحكم وامكانية لعمل معالجة للبيانات وعمليات حسابية  هذا كله غير متوفر في HTML  ولا يمكنك التدرب على الخوارزميات مثلا من خلالها  غاية ماهو متاح أن تنشئ بها واجهات أو مواقع ساكنة غير تفاعلية هي ضرورية لكل متعامل مع الويب  لكنها ليست لغة برمجة اذا أردت لغة برمجة سهلة للبدء في فهم الخوارزميات فبايثون خيار جيد ,1
أنا أبحث عن تطبيق للهاتف يساعدني في تسجيل الصوت بشكل نقي وواضح حتى استخدمه في التعليق الصوتي  ماذا ترشح لي ,0,استخدمت WavePad لتسجيل هذه الحلقةهو يشبه برنامج audacity على الكمبيوتر المحمول  تعل م أساسياته من أي مقطع على يوتيوب  وادع لي,0
ما الفرق بين مطور Front end ومطور Full stack ومطور WordPress  وأيهم الأسهل للحصول على وظيفة نظرا  لأن السوق تقريبا  تشبع بمطوري Front end ,0,سؤال مهم لكل شخص بادي في المجال اولا ال front end اللي هو الحاجات التي تظهر للمستخدم النهاي مثلا التسجيل في الفيسبوك يطلب منك إدخال username وباسوردبالاضافه إلى البوتون button sign in  or sign up  دي كلها حاجات تراها انت او المستخدم النهاي ودا هنا يسمى ال front end  طيب بعد ماسجلت انت البيانات تروح فين اكيد تروح للداتا بيس وتقريبا اي شخص ببرمج البوتون بتاع signed up او sign in يسمى الباكند اما الشخص full stack هو الذي يبرمج ال front end وال backend  اما WordPress عباره عن بلوقن جاهزه او حاجه حتتعامل معها مثل ال php والفرونت موجوده داخل ال WordPress,0
كيف يمكنني أن أصبح هاكر أخلاقي  وهل من دورات مجانية لتعلم الأمن السيبراني ,0,كل التخصصات دي بتبدء من البرمجة وافضل لغة برمجة مستخدمة في الهاكرز الاخلاقي والامن السيبراني هي لغة بايثونلذلك قبل ما تدور علي التخصص دور علي شروطه واتقنها بشكل كويس واتعلم لغة بايثون وادرس الخوارزميات وهياكل البيانات باستخدام بايثون وبعدين ادخل اي تخصص وانت مطمن,0
ما هي الفائدة من الثانوية والجامعة  إذا كانت الشهادات لا فائدة لها  وهناك الكثير من المجالات مثل البرمجة يمكننا أن نتعلمها أفضل من تضيع الوقت في الدراسة بدون فائدة ,0,لنفترض أن كلامك يملك قليلا  من الصحة وأن الشهادات لا قيمة لها   هل المغزى والفائدة الوحيدة من الثانوية والجامعة هو الشهادة     أنت عندما تتعلم فأنت الآن طالب علم ولست طالب شهادة أنت تريد أن تتلقى العلم فقط ولو أغلقنا الجامعات والثانوية من الغد لأن الشهادات أصبحت بلا قيمة فسنكون أيضا  بلا قيمة بسبب زيادة الجهل وبناء على ذلك سيزداد الفقر وسيكون الحال اسوء أما بالنسبة لقولك أن هناك مجالات مثل البرمجة لا تحتاج شهادة   من قال أصلا  أن الجميع يريد أن يصبح مبرمجا    كل شخص له أحلامه ولنفترض أن الجميع أصبح بلا احلام واصبحوا جميعا  مبرمجين تخيل ما الحال الذي ستصبح عليه البشرية من الفقر بسبب عدم وجود وظلنفترض أن كلامك يملك قليلا  من الصحة وأن الشهادات لا قيمة لها   هل المغزى والفائدة الوحيدة من الثانوية والجامعة هو الشهادة     أنت عندما تتعلم فأنت الآن طالب علم ولست طالب شهادة أنت تريد أن تتلقى العلم فقط ولو أغلقنا الجامعات والثانوية من الغد لأن الشهادات أصبحت بلا قيمة فسنكون أيضا  بلا قيمة بسبب زيادة الجهل وبناء على ذلك سيزداد الفقر وسيكون الحال اسوء أما بالنسبة لقولك أن هناك مجالات مثل البرمجة لا تحتاج شهادة   من قال أصلا  أن الجميع يريد أن يصبح مبرمجا    كل شخص له أحلامه ولنفترض أن الجميع أصبح بلا احلام واصبحوا جميعا  مبرمجين تخيل ما الحال الذي ستصبح عليه البشرية من الفقر بسبب عدم وجود وظائف شاغرةراجع أفكارك ياصديقي الجامعة مهمة والثانوية أهم والشهادة مهمة أيضا  ومن قال لك أنها بلا فائدة فقل له أن يراجع أفكاره أيضا  وفي النهاية كما قلت لك أنت عندما تذهب للجامعة او غيرها فأنت طالب علم ولست طالب شهادة,0
أنا طالب في الرابعة عشرة من عمري  أريد تعلم البرمجة ولكن بشكل مجاني  هل أستطيع تعلمها في هذا العمر  وما هي المصادر المجانية لتعلمها ,0,البرمجة هي عملية تقسيم مهمة معينة يراد تنفيذها عبر الحاسوب إلى أجزاء صغيرة ومترابطة وقابلة للتنفيذ بأوامر بسيطة  بعد ذلك  يجري كتابة هذه الأوامر والتعليمات بإحدى لغات البرمجة  والتي هي وسيلة للتخاطب مع الحاسوب  التعلم مجانا,0
كيف أتأكد أن نسخة نظام الويندوز لدي آمنة وغير مخترقة ولا تحتوي على الفيروسات ,0,تأكد انك قمت بتحميلها من الموقع الرسمي لمايكروسوفتتأكد انه ليس لديك برامج مشبوهة,0
بعد تجربتك لموقع Quora لفترة معقولة  هل ستبقى أم تغادر  ولماذا ,0,ظننت في البداية ان هذا الموقع افضل من غيره كفيسبوك وتويتروهو بالفعل مختلف عنهما لكن قليلا فقط وهو في طريقه ليصبح نسخة عن فيسبوكفالمتنمرين كثيرين وسيتسببون في هجرتي لكيورا قريباانا اقوم بارسال تبليغات لكن بلا فائدة,1
إذا صنعت تطبيق لتعلم البرمجة باللغة العربية 100   فهل سيكون مفيدا  لك ,0,فكرة الإفادة من عدمه متوقفه على نوعية المحتوى وقوته ,1
أنا أحب البرمجة جدا   أي  كلية تنصحوني أن أدخل بحيث يكون لها مستقبل في البرمجة والقرصنة الحاسوبية وأمن المعلومات وأتخرج منها وأنا فاهم كل شيء حول ذلك  أرجو الرد ,1,البرمجه مجال وامن المعلومات مجال اخر يجب ان تدرك ماذا تريد كليه حاسبات ومعلومات هي المختصه بهذين المجالين مع الذكاء الاصطناعي,0
لقد أنهيت أساسيات  JavaScript    JavaScript DOM  و  JavaScript BOM   علما  بأني أطبق كل ما تعلمته لكن لا أستطيع حل أي تمرين من التمارين الموجود على الإنترنت  فهل هذا طبيعي  وما هي المشكلة ,0,استمر بالمحاوله و لكن لا تكرر نفس الاخطاء وسوف تنجح بالتاكيد,1
لماذا يذهب المستخدمين إلى تطبيق سيجنال وتيليجرام بدلا  من واتساب ,0,أرى أن هناك 3 أسباب رئيسية لذهاب المستخدمين إلى هذه التطبيقات كثير ا من الناس يرى أن التيليجرام بالأخص يحتوي على مميزات  أكثر من أي تطبيق مراسلة آخر 2  الخصوصية هل تتذك رون تغريدة أيلون ماسك الشهيرة بعد إطلاق تحديث لسياسة واتساب تمكن ها من مشاركة بياناتها مع فيسبوك  Use Signal قد زادت شهرة سيغنال بعد هذه التغريدة  وتيليجرام أيض ا  وبالرغم من أن سيغنال يفتقر إلى الكثير من المميزات  لكن ه يظل الخيار الأول لمن يبحث عن أفضل شئ في الخصوصية والتشفير 3  مكالمات الصوت والفيديو متوفرة وهذه المكالمات محظورة على واتساب في بعض الدول مثل مصر والإمارات العربية المت حدة ,0
هل يوجد قرص صلب داخلي للحاسب المحمول بحجم 4 تيرابايت من النوع HDD 2 5 inch ,0,نعم يوجد العديد من السعات ومنهم 4TB بحجم 2 5 انشكمثال هنا رابط هارد ممثال للمطلوب يباع علي امازونSeagate Barracuda ST4000LM024 4 TB 2 5  Internal Hard Drive ,0
بصفتي شاب ا في الإعدادية الهندسية وأريد دراسة هندسة الكمبيوتر العام المقبل وأتخصص في الذكاء الاصطناعي  من أين أبدأ الآن ,0,1 اهتم بدراستك حتى تحصل على المعدل المناسب للالتحاق بالقسم إن شاء الله  لو كان التخصص يعتمد على التقدير في جامعتك 2 مواد الرياضيات مثل التفاضل و التكامل و الإحصاء مهمة جدا في تخصص الذكاء الاصطناعي اتقنهاو و اهتم بها3 مستواك في اللغة الإنجليزية كلما زاد سيساعدك كثيرا4 يمكنك البدأ بكورس cs50 من جامعة هارفارد موجود مجانا على edx لتعلم أساسيات هندسة البرمجيات,0
من هو أول مبرمج في التاريخ  وفي أي  عام  وماذا فعل بالضبط ,0,مرحبا لقد أجبت على هذا السؤال بالتفصيل في أحد الأسئلة هنا على Quora يمكنك تصفحها من هنا  ,0
هل موقع كورسيرا أو المواقع المدفوعة بشكل عام تقدم شيء جديد أو مميز عن المواقع المجانية الأخرى وفيديوهات اليوتيوب في مجال البرمجة أم أنها جميعا  متشابهة  برأيك أي منصة هي الأفضل بهذا المجال ,0,في رأيي المتواضع ابحث عمن يعطيك الشغف ويجعلك تحب ما تتعلمه سواء مجانا  او بمقابل مادي    معظم المواقع تغريك بالشهادة ولكن صدقني بلا فائدة ان لم يكن عندك الشغف وحب التعلم ومعظم الأشخاص يصابون بالملل و الاحباط السريع    اعتقد ان الأفضل هو قنوات اليوتيوب المجانية حتى تستطيع أن تبدأ المجال الذي تريده ثم بعد ذلك يمكنك الاشتراك في كورس اكثر احترافية ولو بمقابل مادي ,1
كيف أختار عنوان رسالتي في ماجستير علوم الحاسبات ,0,السلام عليكمأولا  الأرزاق في الأسواق  انظر في المقالات والبحوث  الحديثة   المتخصصة ودراساتها السابقة لتشخصص بعض القضايا التي تحتاج لأعمال بحثية من اختبارات او تطويراتثانيا  أعلم أن من أجزاء العمل المتخصص اللحاسبات هي تشكل موضوعات اهتمت بها البحوث مع اعتبار ما ورد في اولا1  المتطلبات المادية المتنوعة التي قد تنقسم إلى أصناف وتترابط مع بعضها بعلاقات   وقد يناسبك اختيار أداة او دراسة علاقة2  اساليب العمل والمعالجة وأنواع المخرجات من حيث علاقتها بمهام مجال تخصصكثالثا  عليك بالحكمة والتدبر والصبر    بالمنطقة العربية غالبا تعتبر مشروعات الماستر تدريبية وبالتالي إياك من آراء هؤلاء واهتم بتطوير خبرتك واطلاعك على ما يدون من نتاج رصين وما يتوفر من خبراء حقيقينرابعا  في سوريا وإيران فرصة للتواصل مع خبراء والحصول على انتاجات متخصصة رصينةواخيرا ارجو ان يكون عملك خالصا لوجهه سبحانه وان تشملني بدعائك وتقبل تحياتي,0
هل يمكن معرفة صفحة الفيس بوك لشخص ما إذا عرفنا بروتوكول الإنترنت  IP  الخاص به ,0,مجرد معرفة ip لا يوصلك بصفحة الفيسبوك  في معظم الاحوال  فالip الخاص بالمستخدمين العاديين هو رقم مؤقت قابل للتغير وكل ما يمكن معرفته منه هو دولة المتصل او موقعه بشكل تقريبي  طبعا لو لم يكن يخص شبكة تخفي موقعه ,0
أن أدرس في كلية الحسابات والمعلومات وقد مر الفصل الأول وأشعر بأني تائه  هل من الممكن للإخوة المبرمجين مساعدتي وإعطائي النصائح ,0,طبيعي جد ا في أول فصل أو أول عام لأنه يحتوي على مواد عامة تسمى متطلبات الجامعة  وأيض ا لأن بيئة المجتمع الجامعي تختلف تمام ا عن بيئة المرحلة الثانوية  لكن بعد ذلك تبدأ في دراسة مواد متخصصة أكثر  تسمى متطلبات كلية ومتطلبات تخصص   وحينها ستبدأ الصورة في الوضوح  لكن شيء أساسي في تحديد مستقبلك بهذه الكلية هو أن تعتمد على نفسك في تعلم أي نواقص علمية تشعر بها  وتقوم بنفسك بكتابة البرامج والتفكير فيها بالورقة والقلم في البداية وبعدها تنفذها على الكمبيوتر  بنفسك  لتدرب نفسك على الكتابة وتصحيح الأخطاء التي تظهر لك  لا تعتمد على زملاءك في ذلك  لأن في الاختبار العملي والنظري لن تجد من يكتب البرنامج المطلوب وتصحيح الأخطاء نيابة عنك  موضوع تدريب نفسك على شيء ليس قاعدة في محال البرمجة فقط  لمن في شتى مراحل ومجالات الحياة  بدء ا من تعلم المشي والنطق وتعلم القراءة والكتابة وتعلم قيادة السيارة   إلخ ,1
اي من الشهادات الجامعية ستساعدك لتعلم الهكر  وتصفح الدارك ويب بعلمية خلفية جيدة  هل الاي تي ام علوم الكمبيوتر ام هنالك شهادة افضل من هذين وهل من الفرص ان هذه الشهادة تساعدك بشهادة الهندسة التي تحملها من باب المساعدة في مجالك الشخصي  اريد اجابة مفصلة ,0,الاجابة CEHCISSPCiSmOSCP,0
اريد برنامج كتابة يوميات استطيع تحميله على الجوال والابتوب معا   للايفون  بحيث اسجل يومياتي في الجوال او في الابتوب اجدها مسجله بالكامل ,0,هو برنامج محمل اساسا  الملاحظات تستطيع ان تفتح على اي متصفح الايكلاود وتستطيع ان تسجل حسابك وستجد اغلب التطبيقات متاحة ومنها تطبيق  الملاحظات  ومنه تسطيع ان تجد ما على الهاتف والعكس ,1
أريد برنامج لنقل الصور والملفات من الجوال للابتوب جوالي  أيفون  بحيث اقدر انقل الصور كامله وملف ibook للكتب من الايفون للابتوب hp  ,0,نزل برنامج iTunes على اللاب توب ومنه تقدر تتحكم في الحاجات اللي محتاج تنزلها من تلفونك  لاحظ انه الصور الملتقطه بخاصية live بتنزل في ملفين واحد صورة والتاني فيديو تلات ثواني,0
لدي معرفة أساسية في لغة السي  وأريد الرقي بمعرفتي والوصول لمستوى يسمح لي بالعمل على مشاريع بهذه اللغة  ماذا أستطيع أن أفعل من أجل الوصول لهذا المبتغى ,1,حاول تصميم مشاريع برمجية متنوعة و خذ نماذج من لغات اخرى و حاكيها بلغة سي لتنتج نفس المشاريع لكن وفق خبرتك,0
تطبيق AdGuard Pro لحجب الاعلانات من التطبيقات على الآيفون  iOS  ويعتمد على اتصال VPN  وتجربتي له ممتازة  اما في الاندرويد بحثت في متجر Google Play والمتاجر الاخرى  هواوي وسامسونج  ولم اجد سوا تطبيق حجب الإعلانات من المتصفح فقط دون التطبيقات  لماذا  ,0,وجهة نظر شخصية ال AdGuard في التطبيقات ستقوم المتاجر بمنعها  لما بها من ضرر لمطوري هذه التطبيقات  فهؤلاء المطورين يضعون نوعين من التطبيق أحدهما مدفوع والآخر يحتوي على الإعلان  أو يقوم بوضعه مجانا   ويحوى الإعلانات فهي تعتبر مصدر دخل لهؤلاء المطورين  وإن تم الترويج لمانعات الإعلان  فما الفائدة التي ستعود على المطورين  وبالتالي سيتوقف هؤلاء عن العمل  وهو ما سيضر بهذه الصناعة لذلك ستجد من لا يريد رؤية إعلانات فهو سيتوجه للنسخة المدفوعة  وهي المصدر الرئيسي الذي يعتمد عليه المطور ,0
ما هي أفضل كتب التكنولوجيا التي تنصحوني بها ,1,هناك الملايين من الكتب الجميلة والجيدة  لا يمكننا أن نفضل بعضها عن بعض  لأن لكل كتاب أسلوبه في الشرح ولكل شخص طريقة فهم خاصة به  لذلك الكتاب الذي أجده مفيدا لي ربما لن ينفع معك  لذلك لن أقترح عليك أي كتاب  وسأدعك تبحث عن ما تريد و بأي لغة شئت لكن دعني أقدم لك الطريقة التي تعلمت بها الكثير من الأشياء كوني شخصا مهتما بهذا المجال  أكثر شيء أحبه وأجده نافعا لي هو البحث بالمدونات والمواقع  فعندما أريد فهم شيء ما  أقوم بالبحث عنه داخل موقع فايسبوك مثلا لأجد بعض الصفحات أو المجموعات قد تحدثت عنه من أي جانب  وأحاول أن أبحث عنه بلهجتي العامية  الدارجة المغربية  هذا يجعلني آخذ نظرة عامة عن ما أبحث عنه  وبشكل جيد لأنني فهمته بأكثر لغة أفهمها   لهذا أختار الفايسبوك كأول خيار للبحث  ولحسن الحظ هناك مجموعات وصفحات مغربية كثيرة تشارك المعلومة باللغة العامية   بعدها أتوجه لمحرك البحث العملاق كوكل  وأقوم بالبحث عن النقاط التي لم أفهمها جيدا  والتعمق في الموضوع أكثر  سواء باللغة العربية أو الفرنسية أو الانجليزية  فأحصل على مرادي  وأكون قد رسخت المعلومة بشكل جيد لأن أكثر شيء يرسخ المعلومة هو قراءتها بعد ذلك أتوجه لليوتيوب لأشهاد فيديوهات تتعلق بالأمر الذي أبحث عنه  وهكذا أكون قد أنهيت مشوار بحثي عن المعلومة وفهمها بشكل جيد جدا ,1
عندما افتح تطبيق الانستغرام اول بوست ينزل لتحت تحت و احيانا ما الاقيه هل هذا الشي يعني انه بحسابي فيه شخص  ,0,أغلب الظن لا  أول بوست غالبا هو بوست قديم حتى يجلب التطبيق صورا جديدة لتحل محله ,1
هل يستخدم قادة الد ول الهواتف الذ كية في عصر الهجمات الس يبرانية ,0,للأسف لا أملك إجابة ولكن لدي سؤال  ماذا تعني  الهجمات السيبرانية   وشكر ا ,1
لو هستخدم إيميل للاغراض المالية زى العمل فى البورصة او التداول فاى بريد أقوى من الناحية الامنية ,0,أرشح لك وهو بريد يعتمد تشفير كامل للمحتوى وخصوصية تامة للمستخدمين  عليك بالطبع أن تستخدم كلمات سر طويلة ومعقدة قدر الامكان وتحتفظ بها بشكل فعال  تذكر أنك ان نسيت كلمة السر وقمت باستعادة البريد فلن تستطيع استعادة البيانات القديمة فيه  لأن مفاتيح التشفير تعدم ويتم تجديدها ,0
هل يمكنني إنشاء قناة يوتيوب على الهاتف  ما الفرق بين الهاتف والكمبيوتر من ناحية إدارة القنوات  يعني هل هناك مشاكل أو عيوب لو استخدمت الهاتف ,0,يمكنك إنشاء قناة يوتيوب على الهاتف  ولكن ومع التطور في البرامج المخصصة للهاتف  ولكنها لم تصل بعد للأدوات الاحترافيه التي تحتاجها للتعديل على الصورة والفيديو  والتي تجد أكثرها مخصص للكمبيوتر وهو الفارق بين استخدام الهاتف والكمبيوتر دعواتي بالتوفيق ,0
هل قمت بعمل    Batch files    ملفات BAT  شخصية  على الويندوز الخاص بك  ما هي   مثلا تفعيل و إيقاف Dark theme في وقت محدد  كيف يتم ذلك ,0,ملفات  bat هي ملفات أوامر ms dosتستطيع عمل ملف نصي وتكتب ما تشاء من أوامر موجه الأوامر دوس ثم تحفظه بصيغة bat وعندما تقوم بتشغيل الملف سيفتح واجهة ms dos وسيقوم بتنفيذ الأوامر,0
افضل تطبيق اندرويد للحماية من الاختراق والتجسس والفيروسات وتكون النسخة المجانية منه تؤدى الغرض ,1,يتعين عليك تجربة التطبيقات بنفسك كي يتسنى لك الحكم على أي منهم ستعتمد و أي منهم ستفي بالغرض كنسخة مجانية ولكن ينصح دوما  بالنسخة المدفوعة لضمان درجة عالية من الأمان لهاتفك  ومن أبرز شركات الأمن الرقمي و التي تصمم تطبيقات خصيصا  لهذا الغرض هي Avast   KasperSky   Eset و غيرهم الكثير أنصحك بمتابعة المقالة التالية إذا كان لديك مزيد من التساؤلات حول هذا الأمر دمت بخير ,0
يوجد تقييد على استخدام نقطة توزيع الانترنت Hotspot من قبل الموزع الذي اشتري منه حزمة الـ3G   هل يوجد طريقة استخدم فيها الـ Hotspot بطريقة التفافية او ان اشارك الانترنت بدون استخدام الـ Hotspot  ,0,ك طريقة التفافية جرب١ تقيد الانترنت عن طريق البلوتوث وليس الهوتسبوت٢ اذا كان لديك كمبيوتر اوصل الهاتف به واعمل مشاركة النت للكمبيوتر ثم بث النت من الكمبيوتر على شكل وايفاي,0
ما هي أفضل البرامج أو الأدوات للحفاظ على خصوصية الصور والملفات مثل المجلد المخفي أو تشفير الملفات ,0,أفضل برامج التشفير  هي دائما البرامج المفتوحة المصدر ربما أسهلها اسخداما حاليا هو برنامج ,1
أنا لا أفقه شيئا  بالبرمجة سوى كتابة كود  Hello  World    ولقد تعبت من تعدد الأجوبة واختلاف الآراء الذي لم يشفي سؤالي ويجد له جواب  كيف أتعلم البرمجة ,1,1 حاول تبدأ بلغة سهلة  python او javascript أو c   الان لو اتعلمت اي لغة هيكون انتقال للغة تانيه اسهل  2   أبد بمنهج ثابت  يعني تعتمد على مصدر ثابت مثل كتاب أو موقع مثل موقع w3schools com  أبد بترتيب في موقع ده والحاجة اللي مش فاهمها دور علي يوتيوب 3 حاول تطبيق كتير لان البرمجه مش حفظ كواد علي جهاز مش ورق وقلم  4  الموضوع ده اختياري حاول قبل ما تدخل في البرمجه يكونعندك فكره عن  computer science  ولو بسيطة وانا انصح بكورس cs50 وفي قنوات كتيره علي اليوتيوب شرحه مثل   https   youtube com playlist list PLnrlZUDQofUv7JE4QIahAyztrQU9bnJmd  5 تحاول تعمل مشروع  برنامج  حتي لو كانت بسيط مثل احسب متوسط 1 حاول تبدأ بلغة سهلة  python او javascript أو c   الان لو اتعلمت اي لغة هيكون انتقال للغة تانيه اسهل  2   أبد بمنهج ثابت  يعني تعتمد على مصدر ثابت مثل كتاب أو موقع مثل موقع w3schools com  أبد بترتيب في موقع ده والحاجة اللي مش فاهمها دور علي يوتيوب 3 حاول تطبيق كتير لان البرمجه مش حفظ كواد علي جهاز مش ورق وقلم  4  الموضوع ده اختياري حاول قبل ما تدخل في البرمجه يكونعندك فكره عن  computer science  ولو بسيطة وانا انصح بكورس cs50 وفي قنوات كتيره علي اليوتيوب شرحه مثل   https   youtube com playlist list PLnrlZUDQofUv7JE4QIahAyztrQU9bnJmd  5 تحاول تعمل مشروع  برنامج  حتي لو كانت بسيط مثل احسب متوسط ثلاث اعداد   تجمع  ترسم يستخدم ال for loop,1
كيف أجعل هاتفي كشاشة مساعدة للحاسوب ,0,اذا كنت تقصد شاشة متحكمه فاستخدم teamviewer اذا كنت تقصد شاشة مكبره استخدم كبل HDMI,0
أنا بدأت منذ زمن تعلم البايثون كأول بداية لي في البرمجة بترشيح الناس ولكن قرأت عن أنه يجب البدء بتعلم لغات صعبة مثل لغة C أو   C وأنا بصراحة محتار ومحبط أن بدايتي كانت خاطئة وسأتعلم لغة برمجة صعبة من جديد  هل هذا الكلام صحيح ,1,ليس صحيحا بشكل كامل هذا يعتمد على مدى احتياجك للتعمق في فهم أساسيات وكيفيات عمل حاسوبك  فلو أنت على سبيل المثال مهندس في مجال الميكانيكا أو مجال بحثي  غير متخصص في الكمبيوتر   فلن تحتاج إلى ذلك  وستكون البايثون كافية بالنسبة لك المنطق البرمجي واحد  لذلك حتى وإن احتجت للتعمق  فوقتك لم يضع هباء بكل تأكيد اللغات مثل c أو c   قريبة من منطق الآلة إلى حد كبير  فذلك يساعدك على فهم كيفية عملها بشكل أفضل  والبعض يستخدمها بسبب سرعتها الكبيرة مقارنة بلغات أخرى مثل بايثون وجافاسكريبت  خصوصا في التطبيقات التي تحتاج إلى سرعة كبيرة فهل تحتاج حقا إلى هذا التعمق  أم أن استخدامك للبايثون هو استخدام للأغراض العلمية أو البسيطة بشكل عام ,0
ما ترشيحاتكم لقنوات عربية مفيدة جدا لتعليم c   من الصفر لمستوى متقدم جدا  وهل يمكنكم مشاركة تجاربكم حول ذلك ,0,وعليكم السلام  سأقوم بترشيح بعض القنوات التي اجدها من افضل القنوات لتعلم البرمجة باللغة العربية  هناك العديد من القنوات العربيه لتعلم لغه c   ولكن يوجد بعض القنوات التي تقدم محتوي جيد جدا في شرح لغة c   ومن هذه القنوات1  قناة بغداد الجديدة The New Baghdad  من القنوات المميزة والتي اشتهرت سريعا وتحتوي علي اكثر من 1000 فديو لتعلم العديد من لغات البرمجة وتتميز فيديوهات هذه القناة بقصرها وسهولتها مما يساعد علي البدء في التعلم  2 قناة المهندس محمد عيسي  وهذه القناة يوجد بها العديد من الكورسات في جميع لغات البرمجة مثل الجافا وC   وC ويوجد بها أيضا كورسات تطوير برامج الأندرويد وبرامج الويب ويوجد بهاوعليكم السلام  سأقوم بترشيح بعض القنوات التي اجدها من افضل القنوات لتعلم البرمجة باللغة العربية  هناك العديد من القنوات العربيه لتعلم لغه c   ولكن يوجد بعض القنوات التي تقدم محتوي جيد جدا في شرح لغة c   ومن هذه القنوات1  قناة بغداد الجديدة The New Baghdad  من القنوات المميزة والتي اشتهرت سريعا وتحتوي علي اكثر من 1000 فديو لتعلم العديد من لغات البرمجة وتتميز فيديوهات هذه القناة بقصرها وسهولتها مما يساعد علي البدء في التعلم  2 قناة المهندس محمد عيسي  وهذه القناة يوجد بها العديد من الكورسات في جميع لغات البرمجة مثل الجافا وC   وC ويوجد بها أيضا كورسات تطوير برامج الأندرويد وبرامج الويب ويوجد بها العديد من الدورات والكورسات مما يجعلها من افضل قنوات اليوتيوب لتعلم البرمجة باللغة العربية 3  قناة المهندس محمد الدسوقي  المهندس محمد الدسوقي من افضل المتخصصين في شرح البرمجة بسبب أسلوبه الذي يتميز بالسهولة في إيصال المعلومة   وكما انه يبدأ في شرح الكورس من مستوي الطالب المبتدي وهذا الذي يجعله مناسب للاشخاص الذين يريدون تعلم البرمجة وهو أفضل من يشرح لغة C    وعن تجربة  هذا راي الشخصي   وتجربتي في تعلم البرمجة هي انني بدأت في تعلم البرمجة بي لغة c   رغم إن هناك من يقول انها من أصعب اللغات ولكن انا لا أراها صعبة ولكنها تحتاج الي مجهود اكبر في تعلمها لأنك ان اتقنتها جيدا سيكون من السهل جدا تعلم لغات البرمجة الاخري لان لغة c   بها جميع الاكواد والاوامر الموجوده في معظم لغات البرمجة  ولقد مكثت أكثر من شهرين اتعلم لغه c   أعلم إنها مده كبيره ولكن هذا ليس لأن لغة c  صعبه بل لاني كنت اتكاسل وامل سريعا   ولكن ما زلت أتعلم البرمجة لأني احبها   ونصيحتي لك هي ان تستمر في تعلم البرمجة ولا تمل او تتكاسل مثلي  وابدا في تعلم البرمجه فورا   لأن مجال البرمجه دايما في تطور وتقدم وانت عندما توجل التعلم سوف يتطلب الكثير من التعلم والجهد لكي تواكب التطور في هذا المجال  وبالتوفيق للجميع   ,0
