Question,Subj_Q,Answer,Subj_A,Domain
ماهي استثمارات العتاد التي يجب أن تقوم بها في عملك الحر ,0,الهدوء فقط هي العملة الصعبة في بيت فيه أطفال وفيه أشخاص لا يفهمون معنى أو حساسية العمل الحربالرغم من توف ر كل العتاد إلا أنني لو وجدت  واي فاي  في صحراء قاحلة أو غابة لكنت هاجرت إلى هناك لأعمل في هدوءباعتباري كاتبة محتوى تحتاج للتركيز أجد صعوبة في البيت  أي صوت أو ضوضاء أثناء التقاطي للأفكار سيجعلها تطير دون رجعةأقول لأختي دائما عندما يصرخ طفل  الآن طارت خمسة دولارات ,1,العمل الحر
كيف انشئ حساب بنكي للعمل الحر,0,لايمكنك فتح حساب بنكي وانت بهذا السن    تحتاج الي وسيطولكن عندما تستطيع الحصول علي بطاقة هوية  شخصية  سيمكنك فتح حساب بنكي علي  PayPal   Payooner  لأن كلاهما يطلب منك تحقيق شخصية أو حساب بنكي 1  بايونير Payoonerيطلب فقط بطاقة هوية وعنوان     وسوف يرسلون لك بطاقة سحب من ماكينات البنوك   يمكنك الدفع الكتروني منها   يمكنك استقبال اموال عليها  وهي الأسهل والأفضل للمبتدأ 2  باي بال PayPal يطلب ربط حسابك بالحساب البنكي المحلي أو ببطاقة ائتمان بنكية محلية  إذن لابد من وجود بطاقة هوية لفتح حساب في بلدك بالجزائر    ويقوم هذا البنك بإيداع الأموال الي حسابك المحلي هذا  إلي نفس بطاقة السحب  ,0,العمل الحر
للمستقلين  متى تستحق وضعك بالقائمة السوداء ,0,كتبت حول هذا موضوع ا قبل ثمانية أشهر  من أوائل مساهماتي في الموقع  وأعلاها تقييم ا كما أذكر  D  بعنوان   كيف تختار المصمم المناسب    ,1,العمل الحر
هل أصبح بالامكان نقل الرصيد من مستقل الى خمسات    ,0,لا اعتقد ذلك اخى الكريم,1,العمل الحر
كيف تسعر خدماتك بشكل عادل  ,0,أنا أقترح على موقع مستقل عمل خوارزمية تمنع أو تحذر المستقل من وضع سعر بعيد جد ا عن متوسط الأسعار ,0,العمل الحر
تحديث نظام تقييم الخدمات في خمسات,0,تحديثات و تطويرات واحدة تلوى الأخرى شكرا لخمسات في انتظار تحديثات أخرى لباقي مشاريع شركة حسوب ,0,العمل الحر
كيف تبني تطبيقك أو لعبتك على الأندرويد أو ios,0,إستمتعت بقراءة الموضوع حقا  ,1,العمل الحر
هل يحق لدعم الفني تجاهل الرسائل بسبب موضوع غياب العميل,0,لدي نفس المشكلة   قمت بتنفيذ نصف المشروع و انا بانتظار بقية التفاصيل من العميل لاكمال العمل  حاولت مراسلته ولكن بدون فائدة  و انا انتظر منذ حوالي ال 5 ايام الان   ,1,العمل الحر
أرجو الحكم  من المخطئ ,1,يبدو أن المشتري إستاء من أنك لم تتق بهولاكن هذا من حقكعلى كل حال لم يأكل أحد حق الآخر,1,العمل الحر
أيقونات مغربية تقليدية لكم كامل الحق في  استخدامها,1,شكرا اخ نبيل على الأيقونات الرائعه,1,العمل الحر
كيف تجد شريك في العمل الحر ,0,أسهل طريق هو ان تدفع له المال مقابل اعماله  ثم تدريجيا  ان أعجبك تصبحون شركاء  ايضا  ان كنت عامل حر محترف ولديك خبرة  فتعثر على شخص في بداياته وتصحبه معك  اما اذا كنت انت ما زلت ببداياتك لا انصحك بلبحث عن شريك الان  او اعثر على شخص ناجح وتعلق به ,1,العمل الحر
للمصريين  نظرة على أنواع البطاقات الائتمانية المصرية واستخداماتها على الإنترنت,0,شكرا  على توضيح أنواع البطاقات في مصر  ملاحظة صغيرة  إحدى أنواع البطاقات تأخذ  فوائد  إذا لم تسدد قيمة الدين الموجود في حسابك خلال مدة معينة   و كلمة  فوائد  هذه تعني بوضوح الربا و التي حرمها الله على المسلمين   لذلك نصيحتى لكل مسلم يريد أن يبتعد عن التعامل  الربا  أن يستخدم نوع الدفع المقدم   و لا يتعامل مع بطاقات الديون    _ ,1,العمل الحر
هل يوجد منظمات للعمل الحر في العالم العربي,0,انسى,1,العمل الحر
ما هي المدة التي قضيتها قبل أن تحقق الربح الفعلي من الانترنت  ,0, حوالي الشهر ,1,العمل الحر
سلسلة  كيف ت صبح م ستقل ا ناجح ا ,1,شكرا اخي انس على المقالات الرائعة فعلا افدتني كثيرا جزاك الله خيرا,1,العمل الحر
هل استطيع احتراف عمل الحر ,0,مرحب ا بك أختي لا توجد هنا مواضيع مخالفة     ولا يوجد مشرفين تعلمي اللغة الانجليزية  فهي ما سيفتح لك أبواب ا شتى من العلوم إبحثي عن شيء تحبين عمله ويمكنك إيصاله إلكتروني ا   كتابة  تصميم  برمجة  تسويق  ترجمة  غناء  عزف  جرافيك  رسم  إدراة سيرفرات  اختبار اختراق  تدريس وصناعة كورسات     وضعت ثلاث نقاط للدلالة على أن القائمة لا تنتهي  ملاحظة   كل مجال يتفرع عنه عشرات من المجالات   أجل العالم كبير جد ا   فعليك بأخذ فكرة عامة ثم التخصص فيم تحبينه أكثر لكي تجدي ما تحبين فعله يمكنك أن تجربي كل شيء   أنا لا أمزح  آسف على تشتت هذا التعليق  الكتابة ليست من مهاراتي ,1,العمل الحر
سؤال   كيفية استقبال الاموال في باي بال ,0,قد يفيدك هذا الموضوع       كيفية سحب الأموال من باي بال PayPal مصر إلى بطاقتك الائتمانية   مدونة خمسات  blog khamsat com setup egyptian p    تعر ف بالخطوات العملية الموض حة بالصور على كيفية سحب الأموال من باي بال PayPal مصر إلى بطاقتك الائتمانية      تعر ف بالخطوات العملية الموض حة بالصور على كيفية سحب الأموال من باي بال PayPal مصر إلى بطاقتك الائتمانية ,0,العمل الحر
شعاري الخاص في مجال العمل الحر      مارأيكم,0,شعار بسيط وفيه لمسة مغربية باستعمالك للفسيفساء  لكنه غير معبر عن موضوعه غير معبر عن الجرافيك ديزاين او على انك ديزاينر دون قراءة الكتابة يبدو كأنه عبارة عن ستيكر فقط  ايضا اللون الذي استخدمته لم يرقلي كثيراعلى العموم محاولة جيدة وبالتوفيق لك اخي  _ ,1,العمل الحر
كيف تتخلص من ضغط العمل  حكايتي وأنا مضغوط ,0, ما شاء الله  فلتحمد الله يا أخي لوجود أعمال تنجزها بين يديك   فأنا أطوق لبدء أول عمل خاص لي  D,1,العمل الحر
إعلان الفائزين بمسابقة خدماتي في خمسات   مدونة خمسات,0,الحمد لله  أتمنى أن تكون الجائزة الكبرى من نصيبي,1,العمل الحر
معايير لمشاريع التخرج والأبحاث العلمية الجامعية,0,المشكلة أمر كهذا لا يمكن بالضبط التحكم فيه حيث يمكن للطالب أن يطلب ببساطة مشروع كأي زبون أخر   مع التأكيد على كراهية الامر شرعيا ,1,العمل الحر
ماذا تقترحون لمشكلتي,0,صديقي كل المحترفين على يوتيوب اليوم بدأو بالإمكانيات البسيطة    ركز على الغاية والقيمة الحقيقية    أي محتوى برنامجك لا طريقة تقديمه    مع كل حلقة جديدة تقدمها و ردة فعل الجمهور تتعلم كيف تحسنها ولاحقا  تشتري كاميرا احترافية وحامل لها وحتى عدة اضاءة ومايكروفون متخصص وما إلى هنالكالمهم أن تبدأابدأ ولو بقطعة مخلل,1,العمل الحر
6 مشاركات مرشحة للفوز بمسابقة خدماتي في خمسات  سارع لتنضم إليهم   مدونة خمسات,0,أفضلهم على الإطلاق من حيث العرض زاهر حسونة ربما لإن هذا تخصصه  فالفيديو جودته عالية من جميع النواحيبعده تأتي منال العادل فالتقديم مميز نوعا  ما  ربما يؤهلها للإنتقال للتلفاز قريبا   بعدهم يأتي صاحب الصوت المميز محمد البهواشي ما أعجبني به هو قدرته على تقليد أكثر من صوت دون تغير في ملامح وجه  بالتأكيد هو لا يقدم سوى الصوت وليس الفيديو  لكن هناك أشخاص تجد ملامح وجههم تتغير عن تقليد صوت بما لا يتماشى مع العرض  الثلاث خدمات السابقة تستحق أكثر من 4 دولار صراحة  واتمنى لهم النجاح,1,العمل الحر
 فيديو  مشاركتي في مسابقة  خدماتي_في_خمسات,0,أتمنى لك كل التوفيق أخي الكريم  فعلا  شخص محترف ولا غبار على كلامي  الله يوفقك ويعطيك كل الصحة والعافية وأتمنى لك كل التوفيق في مسابقة خمسات وأتمنى أن تفوز بالمركز الأول   ,1,العمل الحر
 صورة  5 عادات ستدم ر صحتك ومهنتك كمستقل,0,هذه العادات ضارة لعامة الناس وليس للمستقلين فحسب,1,العمل الحر
مشاركتي الأولى في المجتمع  عني وعن آخر أعمالي,1,اعمال جميلة     ربنا يوفقك استاذ سمري   ,1,العمل الحر
كم يستحق وقتك من المال    مدونة خمسات,0,قرأت المقال و هو جيد و م فيد جدا    و لكن لي تعليق فيما يتعلق بالتكلفة الثابتة للساعة   و أعلم أن ه ناك الكثيرون يعتمدون نظام ثابت في التكلفة التي يتقاضونها م قابل كل ساعة من العمل   و لكن أليس الأمر نسبي بعض الشيء   أعني ه نا أن تكلفة الساعة تعتمد على طبيعة العمل المطلوب   ه ناك أعمال م عقدة و ه ناك أعمال أخرى بسيطة   فلا  ي مكن المساواة بينه ما   أيضا    قد تعتمد تكلفة الساعة على عدد الساعات المطلوبة لتنفيذ العمل   فمن غير المنطقي أن تكون تكلفة الساعة لعمل يحتاج إلى 100 ساعة   مثل تكلفة الساعة لعمل يحتاج إلى ساعتين فقط    الأمر نسبي بشكل كبير   و لذلك ينبغي إعادة النظر فيما يتعلق بالتكلفة م قابل الساعة و التي يعمل بها الكثيرون من رواد العمل الح ر    بل ينبغي أن يتم إعادة هيكلة نظام أخر جديد م ختلف عن ك لا  من   التكلفة الثابتة للعمل كله   و   التكلفة بم قابل الساعة     حتما  ه ناك نظام يختبىء بين السطور و لم يتم إكتشافه بعد   الأمر يحتاج إلى التفكير لدقائق فقط   حتى نصل إلى أنظمة جديدة تتناسب مع م تطلبات العمل الح ر بالشكل الأمثل   ,1,العمل الحر
اقتراح  أرشفة الخدمات بدلا  عن حذفها,0,غالبا  خدمات هذا البائع تكون متوقفة مؤقتا  من قبله لعدم الرغبة باستلام خدمات جديدة  وليست محذوفة ,0,العمل الحر
لاداراة خمسات   ازالة كاش يو و عدم اهتمام خمسات بمستخدميها لا بالإشعار ولا الحل,1,يؤسفني لما تعرضت له وأتفهم سبب استياؤك  أضفت لحسابك في خمسات 55  هدية لك لكي لا تتضرر مما حصل نحن من أوقف التعاون مع كاش يو  ليس في خمسات فقط بل في جميع مشاريع حسوب للأسباب التالية عمولة مرتفعة ليس على التاجر فقط بل المستخدم أيضا تأخر مستمر ومماطلة بارسال المستحقات الماليةالخدمة المقدمة كانت سيئة ولا تقارن بتعامل بوابات الدفع الأخرىفي حسوب نحن نرغب بالتعاون مع شركات عربية وبتقديم أفضل تجربة استخدام أيضا   حذرنا كاش يو أكثر من مرة أن تأخيرهم بارسال المستحقات المالية يؤدي لتأخير بارسال مستحقات مستخدمينا أيضا  لكن دون فائدة  للمحافظة على وعودنا لمستخدمي خدماتنا كان علينا التخلي عن أي شركاء لا يلتزموا بوعودهم  كاش يو كاش يو كانت تشكل أقل من 6  من المدفوعات في خمسات و 1  بباقي المشاريع لكنها سبب 90  من المشاكل  ازالتهم لم يكن له أي تأثير حقيقي على مبيعات خمسات أو مشاريعنا الأخرى كون معظم المستخدمين لديهم بالفعل حساب في باي بال وبطاقات ائتمانية ,1,العمل الحر
بدايه العمل الحر,1,هذه اول مقاله لي علي المجتمع اتمني المناقشه الهادفه والنصيحه التي ستقوم بتحسين اسلوب الكتابه لدي وشكرا لكم,1,العمل الحر
ما مدى القهر الذي يتملكك عند ما يغلقون حسابك وتخسر مالك وتعاملاتك,0,عندما رأيت موضوعك وما جاء فيه قررت أن أبحث عن المشكلة بنفسي  سبب حظر حسابك هو طلب الدفع خارج خمسات وهذا اقتباس لك من تواصلك مع المشتري ثم طلب معلومات دخول صاحب الحساب لتدخل اليه وتقيم نفسك بنفسك الدعم الفني ألغى الطلبات والتقييمات وحظر الحساب لأن هذه التصرفات تضر بخمسات وبباقي المستخدمين فيه هذا التنبيه الذي أرسل لك فريق خمسات نرجو منك إرسال صورة عالية الجودة من بطاقة الهوية الخاصة بك من الجهتين  لبريد خمسات  info khamsat com مع بريد بايبال يستقبل  وسيتم إرسال مبلغ المبيعات السليمة بعد مرور 90 يوم على حظر الحساب  شكرا لكان كان هناك شخص يجب أن تلقي بغضبك عليه فهو نفسك  يوجد حاليا  في حسابك 13  وستصلك كاملة بعد انتهاء المدة الموضحة وتزودينا بالمعلومات المطلوبة بالتوفيق,0,العمل الحر
إعلان مسابقة خدماتي في خمسات   مدونة خمسات,0,أنا متحمس مع أني لم أسجل فيديو من قبل   اعتبرها فرصة لتجربة شيء جديد,1,العمل الحر
لماذا المبالغة عند تقييم الخدمات في خمسات,0,موضوع رائع جدا  من شخص أروع وذو أخلاق رفيعة وقمة في الطرح ومثالية في الكتابة  وأنصح الجميع أن يتابع جميع مواضيعه      للدعابة فقط أردت محاكاة الموقف الذي تتحدث عنه ツأنا أتفق في أن لا يكون المديح زائد عن الحد ولا يمنع الثناء على مقدم الخدمة على أن تستخدم عبارات مناسبة بدون تكلف ومبالغة في الألفاظحتى أنا عندما تلقيت تقييمين من شخصين الذين تعاملوا معي مؤخرا   لم ترق لي  مع العلم أني مصدق لمشاعرهما ومقدر لرغبتهما في إفادتي من خلال التقييم  لكن سيكون أفضل لو كان الثناء بعبارة بسيطة تؤدي المعنى وكفى ولولا أنها ستحسب علي بظن سيء أني أسوق لنفسي هنا لاقتبستها وعلقت عليها وكيف أرى البديل الأفضل للعبارات ,1,العمل الحر
ما أسماء المواقع التي يمكن العمل فيها كمترجم بأجر مالي ,0,أنا أعرف موقع unbabel ولكن بالتأكيد هناك مواقع اخرىانصحك بتجربته  سيعجبك       Unbabel   Seamless Multilingual Support  unbabel com Delight your customers  build stronger teams  scale your business   with our translation solutions  you can do what you do best  better      Delight your customers  build stronger teams  scale your business   with our translation solutions  you can do what you do best  better ,0,العمل الحر
أعمالي في التصميم,1,أعجبتني التصاميم  موفقه يا رب ,1,العمل الحر
هل من نصيحة لبداية العمل الحر  ,0,لا تيأس وتنسحب  فستفشل الكثير من المرات الى ان تحصل على عملك الاول ,1,العمل الحر
مايكروفون احترافي من أرباحي من العمل الحر,1,مبروك لك  بكم إشتريته  وهل يأتي معه الحامل الموجود بالصورة أو شئ آخر بخلاف الفلتر,1,العمل الحر
اعرض علينا صورة خدماتك فى خمسات,0,هي خدماتي في خمسات,0,العمل الحر
عميل مصمم ديكور داخلي يعلم كيف يستخدم الفوتوشوب,0,أخبره بأن لتصميم الويب معاير تختلف عن معاير التصميم الداخلي  والذي يتضح أنك متميز فيه  لذلك هل تسمح لي بالتعاون معك في إعادة التصميم    وأكتب له أنك تأمل أن هذا الأمر لن يزعجه وأن يتفهم منك حرصك على أن تقدم له عمل مميز ,1,العمل الحر
كيف تبدأ عامك الجديد ,0,الفرق بين 31 12 2015 وبين 1 1 2016 مثل الفرق بين الكوسا بلأرز والكوسا بلبرغل p يبقى الأمر جميلا أن ترى الناس من حولك يتفائلون خيرا      وبعض المفرقعات البدائية التي يطلقها الأطفال  _ ,1,العمل الحر
كم ستجني إن  أعطيتك 5 دولار في ساعتين    تحد ي ال 5 دولار,0,أعجبتني هذه المقالة كثيرا   ويحتاج الكثير من المستقلين إلى قراءتها  الملخص   تحدت دكتور في جامعة ستانفورد طلابها أن يجمعوا أكبر قدر ممكن من المال خلال ساعتين بدأ  برأس مال قيمته 5  فقط ويلقوا خطاب ا يشرحون بها ما يفعلونه في ثلاثة دقائق بعد نهاية التحدي  وكان الفريق الفائز قد حصل على 650  عبر بيع الثلاث دقائق الخاصة به لشركة ترغب بالإعلان واستهداف طلاب الجامعة حين تفكر في هذا  ستجد الكثير من الفوائد كمستقل لك  كم ستجني إن أعطيتك 5  في ساعتين  يفتح علينا هذا باب تساؤل جديد  ما هي قيمتك السوقية  فكما ترى  الفريق الفائز كان الفريق الذي فك ر أكثر بقيمته السوقية  وكذلك الفرق التالية مرتبة  كل فريق فك ر بقيمته السوقية على درجات  وأكثر فريق استطاع استغلالها كان الفائز أنت مبرمج ما مثلا   إذا أردت القيام بعمل برمجي في مجالك  فمن سأفكر فيه أولا  على اعتبار أنني قد اطلعت على قائمة أنت ضمنها بمختص ي المجال  إن هذا هو أحد عوامل قيمتك السوقية  والآن  إذا لم تكن أنت أول من فكرت به  فلم  حصل هذا  صاحب أكبر قيمة سوقية سيكون أول من أفكر به  وهذا يتضمن عواملا  كثيرة جزء صغير منها فقط متعلق بمهاراتك  إن الأمر يعود على تسويقك لنفسك  معرفتك بقدراتك  معرفتك بمن تستهدفه  الفريق الفائز وجد أن استهداف الشركات أفضل له  بينما الفرق الأخرى استهدفت الأفراد وطلاب الجامعات   وبعد كل هذا  تستطيع تحديد قيمتك السوقية  والتي تستطيع أن تبيعها مقابل المال دائم ا  إنها المنتج الذي لا يتوقف تصنيعه ما لم تنخفض قيمتك والآن  ما هي قيمتك السوقية  كانت القيمة السوقية لطلاب و5  هي 650   وهذا مبلغ هائل مقارنة بقدراتهم ورأس مالهم  هل لديك عذر الآن  لمعرفة قيمتك السوقية  تستطيع الآن أن تتخيل نفسك في مأزق كبير  تحتاج حالا  إلى 50  مثلا   ما الذي ستفعله للحصول عليها في جلسة واحدة  هل ستكتب بضعة عروض تتوسل بها المشترين على خمسات  أم أنك ستبيع منتجا  بسعر 50  لك لأي شخص  السرعة والمال الذي ستجنيه يحددان قيمتك السوقية  دعني أضرب مثلا  بي  إن أردت أنا  زيد إدريس  أن أحصل على 50 دولار بسرعة  فما الذي سأفعله  أول ما سأفعله هو أنني سأجلب ورقة وقلم  وسأكتب أولا  المهارات التي أتقنها تماما   أنا مصمم جرافيك  خبير بتجربة المستخدم  ومدون  لن أكتب بأنني مترجم أو مطور ويب مبتدئ لا يعرف سوى الـHTML والـCSS فهذه ليست مهاراتي الأصلية  بعدها  سأحدد جمهوري المستهدف  إنهم الناس الذين سيدفعون أكثر في وقت أقل  أناس يعرفونني نوعا  ما وقد شاهدوني على الويب مرتين أو ثلاثة  شركات تبحث على وجه السرعة عن مصمم لموقعها  سأراسل الشركة بالقالب الذي صممته منذ يومين وأردت بيعه على بيكاليكا وسأعرض عليهم أنني أفكر بين بيعه على بيكاليكا أو بيعه لهم لمرة واحدة فقط  وسأحم سهم لشراء قالبي  بضعة دقائق ستكفي للرد  وإن كان القالب جيدا  حقا   فإنني واثق بأنني سأحصل على 50 75  خلال ساعتين والآن مرة أخرى  ما هي قيمتك السوقية  هل تستطيع أن تجمع 650  خلال ساعتين برأس مال قدره 5  ,0,العمل الحر
إعلان الفائزين بجوائز مسابقة  تحدي_الثلاثين_يوما   مدونة مستقل,0,كنت راجعا من صلاة الجمعة أنا وبعض أصدقائي وعندما دخلنا منزل صديقي وصلتني تنبيهات على تطبيق ووردبريس تعلمني بوجود تعليق جديد على المقالة يقول أن المقال ذكر في مكان ما وظننت أني حللت مع ال5 الأوائل وكنت سعيدا جدا ومتحمسا لأرى بقية الفائزين ثمبينما كان أصدقائي جالسين يتحدثون رأيت اسمي وأطلقت أنا شهيقا قويا من إندهاشي حتى ظن أصدقائي أني أصبت بنوبة ههههحقا مازلت في دهشة من أمري  فقدت الأمل بالوصول إلى المراتب ال5 الأوائل عندما رأيت المشاركين ال15 وكيف أن ما قمت به لا يقارن إطلاقا مع ما قام به الكثير منهمشكرا حسوب على هذه التجربة الرائعة وشكرا لك زيد  نبراس  محمد  عبدالرحمن  أحمد وأبو حسام وأحمد  محمود  وأسامة على تهانيك  ومبروك للفائزين أم سلمى على قصتها الرائعة والوضع التي تمر  أتمنى أن تخرجي إلى شارع بإسم أجمل قريبا ولعبدالهادي وأخبرك أن عدم عملك في أوقات الإمتحانات لا يعد خطآ إطلاقا  والجميع أنك استطعت الموازنة بينهم بشكل رائعولعبدالوهاب  طريقتك في كتابة العروض رائعة جدا  أشكرك لأني أستفدت الكثير منهاولحنين  صراحة قيامك ب30 رسم و30 فلتر في شهر واحد شيء يدل على إلتزام كبير جدا  أنا لم أستطع الإلتزام حتى بربع عدد التدويناتكما تلاحظون لا خبرة لي بخطابات الفوز  أنا والإرتجال الأدبي خطان متوازيان D ,1,العمل الحر
حسوب   لماذا لا تسهلون نقل الأموال بين المنصات و لو حتى عن طريق تدخل العامل البشرى  ,0,يجب على حسوب بحث فكرة محفظة حسوب   ستحل الكثير من المشاكل,0,العمل الحر
أفضل 15 مشاركة بـ  تحدي_الثلاثين_يوما    5 فقط منهم سيفوزوا بالجائزة النهائية,0, assassinateur مبارك لك  3 أنت من ضمن أفضل 15 مشاركة  سعيد لك أيها الصديق    بل حتى هناك العديد من تعليقات الدعم لك على التدوينة    ,1,العمل الحر
كيف أبقي على حماسي مشتعلا كعامل مستقل    الإنتاجية   أكاديمية حسوب,0,هذا أول مقال أكتبه حول العمل الحر  وكان من بين الجوائز الكثيرة الت ي حصلت عليها خلال تحد ي الثلاثين يوما   ,1,العمل الحر
السخيف قد يسبق رائد الأعمال في تحقيق ملايين الدولارات ,1,ماقد تعتبره سخافة قد يعتبره غيرك عاملا  أكثر أهمية من ما تعتبره أنت مهما  ,1,العمل الحر
لماذا يا موقع المستقلين العرب,1,المشكلة تكمن فى اغلب الاوقات مع البنوك ذاتها وليس ادارة مواقع العرب  ,1,العمل الحر
اليوم  5    النهاية  وما الذي تعلمته منها   نذير,0,أتمنى أني لست متأخراوفي أخبار أخرى  قمت بكتابة هذه التدوينة من الهاتف بسبب مشاكل في الانترنت  أستطيع القول أني أحس بجزء من عذابك  m dayoub  context  ,1,العمل الحر
قدرة إتاحة التواصل  بين المستقل وصاحب العمل بعد إنهاء فترة المشروع ,0,سنعمل على إيجاد حلول أفضل لهذه الأمور خلال أيام  بإذن الله  وهذه بعض الملاحظات بالنسبة لفترة التواصل لاحظ أن هنالك عددا محددا من المشاريع التي يمكن للمستقل التقدم لها وفترة زمنية حتى يتمكن من التقدم لغيرهامن الأفضل للجميع أن يقوم صاحب المشروع بمتابعة مشروعه بسرعة ويتواصل مع المستقلين حتى لاتمضي فترة طويلة يغيب فيها بعضهم ويصبح تواصله معهم بدون فائدة بالنسبة للتواصل الخارجي فهو غير مسموح ﻷمرين  أولا لحماية المستخدم من الاحتيال فأي تواصل خارجي بين الطرفين سيلغي الضمان ﻷنه ليس بإمكاننا معرفة ما يجري خارج المنصة ولن نعرف الصادق من الطرفينالثاني أنه في حال غاب صاحب المشروع مثلا أو لم حصل خلاف بين الطرفين وكان جزء من التواصل والاتفاق خارج المنصة فلن نتمكن من حل المشكلة بالشكل الجيد وعلى المستقل أن ينتظر عودة صاحب المشروع    التواصل مع المستقل بعد فترة طويلة في مشروع انتهى تنفيذه قد يسبب ازعاجا للمستقل في بعض الحالات,0,العمل الحر
وانتهي التحدي ومازال الحماس مستمرا,1,قصتك رائعة حقا مثيرة للإهتمام  لي بعض أسئلة أرجو أن تجيبي عنها إن أحببت   ١ ماذا فعلت لتحصلي على أول مشروع بموقع مستقل ٢ كيف تسويقين لأعمالك وخدماتك ٣ هل لك جدول يومي محدد  ,1,العمل الحر
انتهى التحدي وربح الم نج زون    حان الوقت لت له م غيرك  تحدي_الثلاثين_يوما,0,هل شاركت في التحدي  ,0,العمل الحر
هم نجحوا بنقل البيانات عبر الضوء  ونحن مازلنا دون وسائل دفع إلكتروني عربية  ,0,بودي لو اعرف فقط منهم  هم  المذكورين في مقالات التذمر دوما   بشكل عام احييك على مقالك  لكن كوجهة نظر شخصية  بودي لو قمت ببحث قبل كتابة المقال مثلا  كم رأس المال ومبالغ البدايات التي تحتاجها المجموعة لانشاء شركة مثل بايبال  وماهي التعاقدات والصعوبات التي تواجهها هذه الشركات ولماذا هم قليل الشركات التي تنافس Paypal حتى ولو كانت هناك خدمات مثيلة فهي أقل بكثير من المنافسة وبحثت اكثر عن جوانب اخرى لكان مقالك اكثر كفاءة وواقعية  مشروع تخرج طلاب في جامعة تقريبا  يستحيل أن يكون حلا  لمشاكل الدفع الاكتروني  حيث وسيلة الدفع الاكتروني ليست مشروعا  برمجيا  وليست النقطة الاولى هي البرمجة مثلا   كذلك مشاكل الدفع الاكتروني لايعاني منها كل العرب فوسائل الدفع الاكتروني متوفرة في دول عربية وغير متوفرة في أخرى البحث القليل عن موضوع المقال والتركيز على الجودة  أهم من مجرد طرح مقال بدون بحث وتأكد لمجرد موافقة غالبية الجمهور  ولي رأي شخصي حول العنوان  هم نجحوا   غالب المقالات التذمري ه تبداء من هذا المنطلق  الغرب ينجح والعرب يفشلون  هناك كثير من العرب ناجحون ومبدعون مثلهم مثل غيرهم في المجتمعات الكثيرة  وليس غالب المجتمعات الكثيرة ناجحون وليس العرب على العكس  فمن الظلم ان تحكم بالفشل على العرب كافة بنظام  الشر يعم   إذا كان كذلك فكل المجتمعات فشلة لا احد ناجح  وكلنا الان ننقل البيانات عبر الضوء ليس هم فقط  اذا كان هذا يعتبر نجاحا  فصدقني أني افعل ذلك يوميا  على الاقل ثمانية ساعات وكثير من ا يفعل ذلك اق در هدفك من الموضوع  هو التحدث عن ضعف وسائل الدفع الاكتروني في بعض الدول العربية  واعتذر اذا اثقلت عليك بملاحظاتي وشكرا  لطرحك,1,العمل الحر
تجربة سيئة في مستقل   500  مقابل خدمة لم أستلمها   ماذا استفدت من حظر الإدارة للمستقل المسيء ,1,واضح ان الخطأ من طرفك انت باعطائه المبلغ قبل تسلمك للعمل على اكمل وجه وليس من طرف الادارة في مستقل اذ لا يعقل تعيين خبراء نفسيين لدراسة المستقلين والتنبؤ بالمخادعين منهم o O,1,العمل الحر
لماذا لا تقوم مستقل بتخفيض نظام العمولة بإشترك سنوي,0,بالرغم من أن الفكرة جيدة و من الممكن أن تخفض عدد المستقلين غير الجادين إلا أن هنالك نقاطا أريد إلقاء الضوء عليهافي Upwork أو كما يعرفه الكثيرون بـ oDesk يوجد نفس نفس الفكرة و لكن توجد نسبة اقتطاع تقدر بـ 10  من أي مشروع كانفي Freelancer نفس الفكرة و تقريبا نفس نسبة الإقتطاعو لكن أن تقارن بين مستقل و الموقعين السابقين من حيث عدد المستقلين و عدد المشاريع الموجودة فيها,1,العمل الحر
مشاركتي التي فازت بتحدي_الثلاثين_يوما  في يومه السابع و العشرين,0, SomEtt  جميل جدا هذا يوضح مدى اجتهادك في العمل على التحدي   احييك واهنئك   لك تشجيعي ومودتي   ,1,العمل الحر
