Question,Subj_Q,Answer,Subj_A,Domain
هل هناك أي برنامج OCR يدعم اللغة العربية، وخصوصاً Microsoft Excel؟,0,شاهد هذا المقال اخي ربما يفيدك,0,سوفا
هل تساءلتم يوماً عن أصل عائلاتكم ومن أين أتيتم؟,0,من السهل جدا معرفة ذلك فى عالم اليوم عن طريق فحص ما يسمى بال DNA وهو عبارة عن عينة من سائل الفم او (بصاق) ليتم فحصها وتحديد ما يظهر فيها من علامات علمية متفق عليها تشير الى نوعية الجينات المشتركة الموجودة فى دمك مقارنة مع العلامات المتفق عليها لكل شعوب العالم … سوف تظهر عينة جيناتك مثلا كم يوجد فى جيناتك من نسبة مقارنة مع الجينات المعروفة سلفا للمجموعات العرقية المعروفة سواء كانت مجموعة عربية او افريقية او اسيوية او اوربية .الخ.. ولا اتوقع وجود شخص توجد جينات نقية له ترتبط بمجموعة واحدة فقط ..فقد اثبتت كافة الفحوصات وجود خليط من علامات الاشارة للعرق فى دم من فحصوا والسبب ان الانسان كائن عريق فى الارض وجد فيها منذ ملايين السنين واختلط وتزاوج أسلافه مع بعضهم وغيرهم منذ ظهورهم على الارض ....ولكن توجد عادة ما يسمى(أغلبية جينات) فى العينة التى تفحص لاى شخص وقد فوجىء كثيرون حول العالم بنتائج كانت عكس توقعاتهم وظنونهم التى عاشوا عليها سنوات عمرهم وهم يظنون مثلا انهم اوربيون فكانت اغلبية جيناتهم اسيوية عند العودة لاصلهم الاول حسب ما تظهره نتيجة ال DNA.,0,سوفا
كيف يمكنني كسب 10 دولارات أمريكية في اليوم؟,0,يمكنك تحقيق أكثر من 10 دولار يوميا بطريقة سهلة و مضمونة، ستقوم بعمل تطبيق أندرويد مثلا لعبة، تطبيق كويزات، تطبيق أفلام، بعد ذلك ستضع اعلانات شركة admob على التطبيق ثم تقوم برفعه على متجر جوجل بلايستربح من الإعلانات الموجودة على تطبيق، لن تحتاج إلى تعلم برمجة تطبيقات، إتبع هذه الخطوات لإنشاء تطبيق إحترافي و الربح منه https://www.arbehi.com/2021/04/blog-post.html?m=1,0,سوفا
انا طالبة احتاج لعمل فيديو مميز عن كتاب ولا اعرف من أين أبدأ علما أن الوقت المتاح ضيق جدا (أسبوع) فهل من مساعدة ؟,1,حاولي أن تعملي video presentation على البوربوينت مثلًا، و استخدمي الصور المتحركة الأنيميشن. بالتأكيد سيكون الفيديو مميز جداً. شاهدي هذا الفيديو و حاولي تطبيقه و لكن غيري في الفكرة.,1,سوفا
كيف تعلم البرمجه من تحت الصفر اريد ان اعرف مصادر مثلا قنوات يوتيوب أو مقالات أو غيرها؟,0,ابدأ الاول بكورس CS50 ده هيفهك الحاجات من البداية ويسلام لو خدت الشهادة بتاعته هي غالية بس هتنفعك جامدوبعد كدة شوف قناة elzero web school شرحه مبسط جدا والعربي وفي كل اللي هتحتاجةبس نصيحة طلاما في البداية خليك مع شخص واحد وامشي معاه بالترتيب عشان لا تصاب بالتشتت,1,سوفا
هل توجد تطبيقات لمتابعة نشاطك في هاتفك وتطبيقات لحجب تطبيقات التواصل الأخرى؟,0,تطبيق forest من التطبيقات المفيده التى ستساعدك على التركيز فى عملك عن طريق زرع شجرة عند اكمال كل مهمة حتىى تكمل غابة كاملة وهو امر مسلى حقا .,1,سوفا
ما هو أفضل VPN مدفوع؟ وكيف أستخدمه؟,0,لم تشترط ان يكون مدفوعا؟؟هناك خدمات مفتوحة المصدر وقوية جدا مثل proton VPN وباقي خدمات proton،أما بالنسبة للمدفوع،فهناك الكثير،لكن في أحد المواقع المختصة بالتقنية ذكر الكاتب ان الVPN المدمج في أداة dashlane لإدارة كلمات المرور ممتاز جدا،يمكنك قرائتها هنا وهناك Nord و hotspot والكثير،يمكنك قراءة المزيد في المدونة أعلاه.,0,سوفا
كيف قام الموساد بالهجوم الإلكتروني على مصنع تخصيب اليورانيوم الإيراني نتانز؟,0,لا يوجد حتى الآن معلومات كافية عن العملية و الكيفية التي تمت بها و لكن للعلم الهجوم لم يكن على منشأة نطنز و لكن على شبكة الكهرباء التي تغذيها ، فتم تعطيل الشبكة و بالتالي تعطيل عملية التخصيب. معظم المنشآت الحيوية و من ضمنها النووية، تكون أوف لاين off line و لا يمكن الوصول لها عن طريق الانترنت و إلا كان العالم تعطل!تصحيح:الهجوم لم يكن هجوم الكتروني و لكن عملية تفجير في محطة الكهرباء المغذية للمنشأة نطنز.,0,سوفا
هل يمكنني إنشاء صفحة ويب خاصة بإدخال العنوان وكلمة السر للزائر ثم إيلاجه لقاعدة البيانات وتمكينه من التعديل عليها انطلاقاً فقط من شراء النطاق والاستضافة من HostGator أو Bluehost أو Hostinger وإضافة WordPress، أم أن الأمر يتطلب موارد أخرى لذلك؟,0,تبرمج العقل الباطني للمبتدئين من خلال استخدامهم للأستضافات المجانية الأولية وقبل شراء أي استضافة أخرى مدفوعة على أن الإستضافة ستساعدك على إنشاء موقعك وهذا خطأ ..إنشاء المواقع في الإستضافات للشركات هي مجرد أداة مساعدة فقط غلى أمل تجهيز وإعداد قالبك ببرمجتك وهندستك الخاصة لأن هذه الأداة في جميع الأحوال لن توفر لك الستايلينغ الذي تتخيله وبالتالي ستكون أنت خاضعا لها لما تقدمه لك من قوالب جاهزة والقوالب يجب أن تكون خاضعة لك وليس العكس لأن المفروض أنت من يتحكم وليست الأشياء هي التي تتحكم فيك .شراء الإستضافة والنطاق هي آخر مرحلة تقوم بها لتسكين الداتا في استضافتك الجديدة واستحضارها عبر السيرفر عن طريق إسم نطاقك فقط . إلى حدود هذه النقطة يكتفي عمل الإستضافات في الواقع والواجب أن تجهز تصميمك وبرمجتك بحسب ماتريده أو كلف موظفا مستقلا على خمسات أو مستقل أو فايفر أو أي موقع من المواقع التي تقدم خدمات البرمجة ليجهز لك ماتريده بمقابل طبعا قبل شراء أي استضافة أو نطاق لأنه إن فعلت سيستهلكان وقتا من دون استخدام وسيكون عليك تحديثهما كل سنة بالدفع مجددا .,0,سوفا
هل يمكن لأحد هنا أن يخبرني عن طريقة لربح مبلغ كبير عن طريق الإنترنت؟ مثلاً التسويق بالعمولة لكنني لا أمتلك صفحة أو قناة لمتابعة المجال.,0,من الممكن ان تبدا بمدونه بلوجر مجانيه على جوجل وتربطها بحساب غلى يوتيوب والفيس بوك وانستجرام وتضع بها روابط التسويق بالعموله وايضا المدونه من الممكن ان تكسب هذه نبذه مختصره ولكنه طريق شرعي,1,سوفا
اريد برنامج كتابة يوميات استطيع تحميله على الجوال والابتوب معاً (للايفون) بحيث اسجل يومياتي في الجوال او في الابتوب اجدها مسجله بالكامل؟,0,برنامج keep notes من شركة جوجل ويوجد خاصية المزامنة بين الهاتف واى جهاز اخر ، ويوجد ايضا تطبيق اخر من رأيى انه افضل ولكنه ليس سهلاً كتطبيق keep notes اسمه نوشن أيضا يعمل على جميع الأجهزة,0,سوفا
هل هناك برنامج لتسجيل جميع مكالمات واتساب ماسنجر؟ جربت كثير ولكن بدون فائدة.,1,لا توجد ولن توجد …لان مكالمات واتساب ميسنجر والبرامج المشابهة له تعتمد على مبدأ محادثات الاونلاين وهى محادثات مشفرة و تتفاوت درجة تشفيرها.. ولا تعتمد على مبدأ المحادثات العادية المباشرة.. وبالتالى لا توجد للمكالمات المشفرة أى مزامنة بينها وبين برامج التسجيل العادية المعروفة للمكالمات غير المشفرة حتى يمكن مزامنتهم معا ومن ثم القيام بالتسجيل لها ..والمعلوم ان كل برامج التسجيل مصممة للمكالمات المباشرة غير المشفرة ، لان المصمم لتلك البرامج لا يعلم اصلا ولن يعلم كيفية فك التشفير بالضرورة فى حال مكالمات الاونلاين …ولو علمه فأن هذا يعنى اختراق مبدا التشفير و القضاء عليه في تلك البرامج و هى مصممة سلفا لتكون مشفرة …وربما توجد تسجيلاتها فقط فى سيرفر الشركة الموفرة للخدمة.,0,سوفا
ما هي الطرق الفعّالة لتسويق المنتج؟,0,التسويق الإلكتروني من خلال الإعلانات الممولة وكل فترة عليك تطوير المنتج وتسوق له بالاعلانات لكي يستمر بالتدوال بالتسويق,0,سوفا
اريد مساعدة احد من الامن المعلوماتي هل تعرف احد هكذا جوالي يتلاعب بي و غالبا تهكير او شي شبيه يلي يقدر يساعد لا يقصر ؟,1,ما اعرف اذا هذا له علاقة بالتهكير لكن لماذا و كيف,1,سوفا
لدي معرفة أساسية في لغة السي، وأريد الرقي بمعرفتي والوصول لمستوى يسمح لي بالعمل على مشاريع بهذه اللغة. ماذا أستطيع أن أفعل من أجل الوصول لهذا المبتغى؟,1,السلام عليكم:رأيي الشخصي أن لغة السي ليست سهلة وخاصة للقيام بمشاريع كبيرة. أنصح بالانتقال للغة أُخرى مثل لغة c# أو لغة جافا حيث أنها تقدم تسهيلات كبيرة كي تقوم بمشروعك.بالنسبة لجواب سؤالك، في أي لغة كانت، إن أردت القيام بمشروع ماـ عليك إتقان أساسيات اللغة مع التطبيق العملي، ثم تنتقل لمشروعك وتقسمه لأجزاء، تبحث على الإنترنت عن كيفية تطبيق كل جزء وتفهم الكود ثم تنسخه وتعدله ليناسب مشروعك وتكرر العملية.,1,سوفا
هل يوجد موقع على الإنترنت أستطيع أن أكسب منه دولار واحد يومياً على الأقل؟,0,حدد النشاط احدد لك القيمة,0,سوفا
عندما لا أستخدم الهاتف المحمول غالباً يتم التحكم به عن بعد أو مراقبته، ماذا عليّ أن أفعل، وكيف أحمي الهاتف؟,0,اولاََ، عليك قهر الوساوس، والتأكد مما يحدث لهاتفك.ثانياََ، الدخول على الضبط، والتطبيقات، والتأكد من عدم اي تطبيق لم تقم بتحميله، وحذفه.ثم إعدادات الخصوصية، وإلغاء مشاركة بيانات الموقع، وإيه خصوصية تتم مشاركتها عن طريق التطبيقات.تحميل أحد تطبيقات مكافحة الفيروسات الجيدة.عدم تحميل أي تطبيقات غير موثوقة، أو من خارج المتجر الرسمي، وحذف أي منها إن وجدت.الاحتفاظ بالبلوتوث، واعدادات مشاركة الهاتف مغلقة.اخيراََ، يمكنك إعادة الهاتف لضبط المصنع، وحذف جميع الملفات، والتطبيقات على الهاتف، وإعادة الهاتف كيوم اقتنيته.,0,سوفا
هل تعتقد أن الرياضيين المحترفين يكسبون الكثير من المال، ولماذا؟ من هم الرياضيون الذين تعتقد أنهم يكسبون الكثير من المال؟,0,الرياضيون المحترفون أغلبهم يحقق ثروات هائلة ،ولكن في الحقيقة المكسب الحقيقي ليس من الرياضة في ذاتها، بل من شعبية اللعبة.ملايين الدولارات تدفع للاعبين لانهم يجلبوا للنادي أضعافها من الاعلانات و حقوق البث وبيع التي شيرتات و عقود الرعاية وخلافه ،الأمر كله مبني علي الإعلانات وشعبية اللعبة.في كرة السلة مثلا ،انظر للمبالغ المهولة التي يجنيها لاعبي دوري السلة الأمريكي NBA ، النجاح في الوصل لفريق سلة يحول المرء إلي مليونير في غصون أشهر ،و إن كنت أسطوري وشديد الموهبة مثل مايكل جوردن مثلا فستستمر في جني المال لمجرد كونك مايكل جوردن ، في حين دولة مثل مصر لاعبي السلة مرتباتهم محدودة ، أغلبهم لديه وظيفة أخالرياضيون المحترفون أغلبهم يحقق ثروات هائلة ،ولكن في الحقيقة المكسب الحقيقي ليس من الرياضة في ذاتها، بل من شعبية اللعبة.ملايين الدولارات تدفع للاعبين لانهم يجلبوا للنادي أضعافها من الاعلانات و حقوق البث وبيع التي شيرتات و عقود الرعاية وخلافه ،الأمر كله مبني علي الإعلانات وشعبية اللعبة.في كرة السلة مثلا ،انظر للمبالغ المهولة التي يجنيها لاعبي دوري السلة الأمريكي NBA ، النجاح في الوصل لفريق سلة يحول المرء إلي مليونير في غصون أشهر ،و إن كنت أسطوري وشديد الموهبة مثل مايكل جوردن مثلا فستستمر في جني المال لمجرد كونك مايكل جوردن ، في حين دولة مثل مصر لاعبي السلة مرتباتهم محدودة ، أغلبهم لديه وظيفة أخرى خصوصا في الأندية الصغيرة ،نفس الرياضة ،لكن اختلاف الشعبية والإعلانات وخلافه.قم بقياس الامر علي باقي الرياضيات أيضًا ،حتي كرة القدم ، في نفس الدولة هل تظن أن لاعبي الأهلى والزمالك يتقاضون نفس مرتبات لاعبي غزل المحلة و أسوان مثلا.,0,سوفا
اتمنى الاجابة سريعا انا في المرة السابقة عملت فورمات للجوال لكني لم استفد اريد ان تقولولي ماذا افعل و كيف يمكن ان لا يكون التهكير من خلال ملف ؟!,1,لم أفهم سؤالك جيداً و لكن دعني اعطيك بعض الملاحظات التي قد يقع فيها الكثير بدون أن يشعر.١- بعض الملفات المخزنة على السحابة iCloud أو حسابك في google و الذي يقوم بعمل نسخة احتياطية لجهازك قد يحوي الفيروس و يأخذ نسخة منه ك backup و عندما تسترجع نسخة الجهاز بعد الفورمات ينزل معه الفيروس او الباك دور او التروجان و يستطيع الهاكر العودة لجهازك ببساطة لأنه استرجع الملف المعطوب.٢- بعض البرمجيات ( برامجك العادية التي تستخدمها عادة ) كبعض الألعاب تحوي ثغرات يمكن الدخول منها. و لا أقصد برمجيات الشركات المشهورة كتويتر او سنابشات او يوتيوب.٣- بعض الأجهزة القديمة و التي تحوي نظام أندرويد لا يمكن تحديث نظامها ببساطة لأنها لا تستوعب الأنظمة الجديدة ( النسخة الاخيرة stable من نظام اندرويد ) لذلك دائماً أميل لأجهزة شركة أبل.٣- الأجهزة المصنعة من قبل الشركات الصينية مثل ( هواوي - أبو - و غيرها) ليس لديها حق الحصول على أنظمة أندرويد الجديدة بعد فرض العقوبات على الصين من قبل ترامب. لذلك قد تكون اكثر عرضة من غيرها للفيروسات.٤- حاول حماية جهازك بمضاد فيروسات جيد.٥- بعض البرمجيات المشهورة تسمح بالدخول عن طريق سطح المكتب كبرنامج WhatsApp و لذلك من يستطيع الوصول لجهازك فقد يسمح له بالدخول عن طريق كمبيوتر على كل مراسلاتك.٦- قد يكون البريد الالكتروني الخاص بك و الذي تستخدمه في جهازك قد تعرض للتهكير فلا فائدة من حماية الجهاز اذا كان النظام يسمح بالدخول عن طريق بريدك المخترق و هنا أنصح بحماية البريد الالكتروني عن طريق تغيير كلمة المرور و ربطه ببريد الكتروني و رقم هاتف و تفعيل التحقق بخطوتين.٧- لربما انك تستقبل صور او ملفات أو روابط عن طريق برنامج محادثة معين و تفتحها بدون ان تشعر و قد تكون من أناس موثوقون و لكنها (ملغمة).٨- بعض الفيروسات تقبع على الهاردوير و ليس النظام ( قليلة جدا ) و لا ينفع معها الفورمات فننصح بتغيير الجوال تماماً.ملاحظة أخيرة: وصول الهاكر او الفيروسات لجهازك مثل أن يستدل الحرامي على بيتك. ففي الكثير من الاوقات لا ينفع ان تغير لون بيتك او فرش بيتك ليختفي من الخارطة و لا يمكن الوصول له. احم اجهزتك و انظمتك بتعليم نفسك كيف تحميها. و الله الحامي من قبل و من بعد.,0,سوفا
أنا تقني كهربائي في الفلاحة والطاقة الشمسية وأعمل في شركة لمدة 10 سنوات لكن أحس أني أضيع عمري بثمن بخس لأسباب كالقروض المالية في البنك، هل حان الوقت للبحث عن نفسي وخلق شركة بمؤهلاتي التقنية الكهربائية علماً أنّ عمري 35 سنة وأب لطفل واحد؟,0,مرحبا يوسف وشكرا على ثقتكشعورك هو البوصلة الأصدق. بما أنك تشعر أنك لا تحصل على ما تستحق لقاء العمل الذي تقوم به، فعلى الأرجح أن هذا الشعور لم يأتي من فراغ. أعتقد أن ما تحتاج إليه خطة مفصلة للشركة التي ستؤسسها. رتب أمورك المالية وادرس مشروعك جيدا قبل ترك عملك، على أنيكون لديك مبلغ تسير به أمورك ريما تبدأ شركتك بحصد دخل كاف. من الواضح أن ثقتك بخبرتك وإمكانيات ممتازة. لست متأكده بشأن ما قصدته بالنسبة للنقطة التي ذكرتها عن العمر، على العموم أنت ما زلت شاب وقادر على العطاء، وما دام لديك طفل واحد، حفظه الله لك وسلمه، فمعنى هذا أن مسؤوليتك ما تزال صغيرة وهذا من العوامل التي تحسب لصالحك. نصيحتي لك أن مرحبا يوسف وشكرا على ثقتكشعورك هو البوصلة الأصدق. بما أنك تشعر أنك لا تحصل على ما تستحق لقاء العمل الذي تقوم به، فعلى الأرجح أن هذا الشعور لم يأتي من فراغ. أعتقد أن ما تحتاج إليه خطة مفصلة للشركة التي ستؤسسها. رتب أمورك المالية وادرس مشروعك جيدا قبل ترك عملك، على أنيكون لديك مبلغ تسير به أمورك ريما تبدأ شركتك بحصد دخل كاف. من الواضح أن ثقتك بخبرتك وإمكانيات ممتازة. لست متأكده بشأن ما قصدته بالنسبة للنقطة التي ذكرتها عن العمر، على العموم أنت ما زلت شاب وقادر على العطاء، وما دام لديك طفل واحد، حفظه الله لك وسلمه، فمعنى هذا أن مسؤوليتك ما تزال صغيرة وهذا من العوامل التي تحسب لصالحك. نصيحتي لك أن تبدأ عندما تشعر أنك مستعد، ونصيحتي الأخرى لك لكل مراحل العمر: لا تنظر أبدا إلى العمر ما دام لديك شعور قوي وشغف نحو أمر ما، فقط خطط بالشكل الصحيح واتكل على الله. مع أطيب تمنياتي بالتوفيق.,1,سوفا
لديّ سؤال حول شخصيتين مشهورتين في المغرب وهما أمين رغيب وسيمو لايف، هل حقاً هؤلاء لديهم الثروة التي نراها في مواقع التواصل؟ وهل حقاً لديهم تلك الكفاءة التي يدعونها سواء في مجال الحماية لأمين رغيب والتجارة الإلكترونية لسيمو لايف؟,0,إذا كان سؤالك موجه لى فأنا لم أسمع بهما بتاتا أو أقرأ عنهم ، وإذا كانا مشهورين فى المغرب فلا يعنى ذلك أنهم مشاهير خارجه.ربما يكون ما كتب عنهم حقيقى أو مجرد دعاية من أعوان لهم مجندون من جانبهم لخدمتهم تجاريا والدعاية لهم .,1,سوفا
كيف تكسب متابعين في كورا؟,0,في الحقيقة هذا سؤال خاص بانستجرام أو تويتر وليس كورا ^^,1,سوفا
هل تغيير عنوان IP في VPN يجدي نفعاً إذا كان شخصاً ما يراقبك من خلال عنوان IP الخاص بك؟,0,عنوان ip الخاص بمستخدمي الانترنت العادي هو عنوان وهمي، ومتغير بطبيعته، يتغير من وقت لآخر، والواقع أنه لا يوجد طريقة لمراقبة المستخدم من خلال عنوان الآيبي بالنسبة للمخترق.فالاجابة هي لا، VPN لا يحميك من المخترقين، خاصة المتقدمين منهم، وظيفة VPN هي حمايتك من تجسس السلطات عليك، بتشفير الاشارات من خلال قناة خاصة داخل انترنت، بالتالي يمنع مقدم خدمة الانترنت ومسؤولي الشبكة المحلية من الاطلاع على المواقع التي تقوم باستخدامها والجهات التي تتواصل معها، لكن إذا كان جهازك الشخصي نفسه مخترقاً، اما بواسطة فايروس أو برنامج مزيف أو غير ذلك، فلا يزال وصوله إليك ممكناً..بالاضافة إلى أن VPN لا يغير عنوان IP الخعنوان ip الخاص بمستخدمي الانترنت العادي هو عنوان وهمي، ومتغير بطبيعته، يتغير من وقت لآخر، والواقع أنه لا يوجد طريقة لمراقبة المستخدم من خلال عنوان الآيبي بالنسبة للمخترق.فالاجابة هي لا، VPN لا يحميك من المخترقين، خاصة المتقدمين منهم، وظيفة VPN هي حمايتك من تجسس السلطات عليك، بتشفير الاشارات من خلال قناة خاصة داخل انترنت، بالتالي يمنع مقدم خدمة الانترنت ومسؤولي الشبكة المحلية من الاطلاع على المواقع التي تقوم باستخدامها والجهات التي تتواصل معها، لكن إذا كان جهازك الشخصي نفسه مخترقاً، اما بواسطة فايروس أو برنامج مزيف أو غير ذلك، فلا يزال وصوله إليك ممكناً..بالاضافة إلى أن VPN لا يغير عنوان IP الخاص بك، عنوان الآيبي ليس قراراً يرجع إليك من الأساس، انما يمنحه لك مقدم الخدمة، وهو يظل موجوداً حتى لو استخدمت VPN، فخدمة VPN هي اتصال بقناة مشفرة داخل الاتصال الأصلي، لكن الاتصال الأصلي يظل موجودا ونشطاً بلا مشاكل، وفي حال انقطاعه ينقطع اتصال VPN داخله.كما أجاب السيد ,0,سوفا
ظهرت لي رسالة أنّه يتم تسجيل الدخول إلى شبكة الواي فاي على الرغم من أنه مشغل، كيف ذلك؟,0,ربما شبكة الواي فاي خاصة ولا يمكنك الدخول عليها إلا بتسجيل الدخول المطلوب من منشيء الشبكة,0,سوفا
هل يستطيع الهاكر تسجيل مكالمات الفيديو؟ وجت ٣ برامج في تطبيقاتي وهم الاستديو الخاص بي ،والكاميرا الخاص بي ، وصوتي الساحر وعند مسحهم تم مسحهم جهازي نوت٩ هل انا كنت مراقب ارجو الافاده اخواتي والطمأنينه؟؟؟,0,نعم يستطيع الهاكر تسجيل فيديو لك حتي بدون مكالمات من خلال كاميرا هاتفك او كاميرا الويب لجهاز اللابتوب الخاص بككلما كانت مهارات الهكر متقدمه و خاصة في لغات البرمجة البايثون و أوامر الترمكس قد لا تظن ايضا انه يستطيع تعطيل هاتفك تماما,1,سوفا
ما هي أسهل طريقة لتغيير عنوان بروتوكول الإنترنت IP للأندرويد؟,0,استخدم برنامج VPN فهو أفضل طريقة لإخفاء بياناتك، يوجد برنامج مجاني كنت أستخدمه ولكن للأسف بابتعادي عن الأندرويد قد نسيت اسم البرنامج، ابحث وستجد.,0,سوفا
عندما افتح تطبيق الانستغرام اول بوست ينزل لتحت تحت و احيانا ما الاقيه هل هذا الشي يعني انه بحسابي فيه شخص؟؟,0,لا يلزم وجود شخص أو أن حسابك مخترقربما بسبب تحديثك للصفحة,0,سوفا
هل هناك طريقة لحذف الرسائل القديمة في محادثة فيسبوك ماسنجر أو إخفائها من الظهور للطرفين، أو على الأقل هل يمكن حذف أو إخفاء اسمك من الظهور على تلك المحادثة؟,0,كما ذكرت في السؤال الاصلي، فاعتقد، لا توجد طريقة لحذف الرسائل بعد 10 دقائق من إرسالها، إلا من طرف المرسل فقط. إنما المرسل إليه يمكنك خلال 10 دقائق من الإرسال إلغاء الإرسال (unsent).,0,سوفا
هل يمكنني أن أركب 500 جيجابايت M.2 SSD بالإضافة إلى 1 تيرابايت HDD؟ أتمنى إفادتي حول التخزين وغيره.,0,صديقي هذا يعتمد على موديل اللابتوب الذي لديك إذا كان موجود به slot مخصص لنوعية هاردات الـ m.2 أو لايمكنك قراءة مراجعات على الانترنت برقم موديل اللابتوب ومعرفة المواصفات التفصيليةأو يمكنك أن تأخذه إلى خبير لفك اللابتوب ومعرفة مواصفاته من الداخل,0,سوفا
ماذا تعرف عن وكالة داربا DARPA؟,0,وكالة مشاريع البحوث المتطورة الدفاعية (داربا)مسؤولة عن تطوير التكنولوجيات الناشئة عن استخدامها من قبل الجيش.كانت الوكالة تُعرف في الأصل باسم وكالة مشاريع الأبحاث المتقدمة (ARPA) ، وقد تم إنشاؤها في 7 فبراير 1958 من قبل الرئيس من خلال التعاون مع الأكاديميين والصناع والشركاء الحكوميين ، تقوم DARPA بصياغة وتنفيذ مشاريع البحث والتطوير لتوسيع حدود التكنولوجيا والعلوم ، غالبًا ما يتجاوز المتطلبات العسكرية الأمريكية المباشرة.قدمت المشاريع الممولة من وكالة DARPA تقنيات مهمة أثرت في العديد من المجالات غير العسكرية ، مثل شبكات الكمبيوتر وأساس الإنترنت الحديث ، وواجهات المستخدم الرسومية في تكنولوجيا المعلومات.DARPA مستقلة عن وكالات البحث والتطوير العسكري الأخرى وترفع تقاريرها مباشرة إلى الإدارة العليا لوزارة الدفاع.تضم داربا ما يقرب من 220 موظفًا حكوميًا في ستة مكاتب فنية ، بما في ذلك ما يقرب من 100 مدير برامج ، يشرفون معًا على حوالي 250 برنامجًا للبحث والتطوير.تم تغيير اسم المنظمة لأول مرة من اسمها التأسيسي ، ARPA ، إلى DARPA ، في مارس 1972 ، ثم تغير مرة أخرى إلى ARPA في فبراير 1993 ، ثم عاد إلى DARPA في مارس 1996.وكان آخر مدير للوكالة ، تم تعيينه في عام 2020 ، ,0,سوفا
ما هي أفضل قنوات التيليجرام أو البوتات؟,0,هناك الكثير جداً من البوتات والقنوات سأضع لك بعض منهم.أفضل قنوات تليجرامأفضل بوتات تليجرامهناك الكثير جداً من البوتات والقنوات سأضع لك بعض منهم.أفضل قنوات تليجرامأفضل بوتات تليجرام,1,سوفا
ما هي نصيحتك لتنظيم وتوزيع أكثر من بريد إلكتروني؟ فمثلاً هل أجعل بريد خاص بمواقع التواصل وآخر للألعاب وهكذا؟,0,في تطبيق Gmail يوجد أقسام في صندوق الوارد يمكنك التحكم بها وجعل رسائل موقع معين تصل إلى هذا القسم.للأسف لا يمكنك إضافة قسم جديد .. فقط يمكنك التحكم بالأقسام الموجودة بإظهارها وإخفائها.ويمكنك ذلك عن طريق الإعدادات ثم البريد الوارد ثم نوع البريد الوارد واختار الوضع الافتراضي.بعدها قم بالذهاب إلى الأقسام في أسف القائمة واختار ما تريد إظهاره وإخفاؤه منها.لجعل موقع معين يرسل الرسائل إلى قسم معين قم بسحب رسالة بريد مرسلة من هذا الموقع إلى القسم المراد ، سيظهر لك إشعار في الأسفل اضغط على نعم.,0,سوفا
ما هو أفضل تخصص له مستقبل وظيفي: تقنية المعلومات أم الهندسة الميكانيكية؟ وما هي أفضل تخصصات الهندسة وأفضل تخصصات تقنية المعلومات؟,0,تتمثل إحدى مشكلات الهندسة الميكانيكية في أنه على الرغم من أنها ستظل دائمًا متواجدة ، إلا أنها ليست مهنة تشهد نموًا كبيرًا في الوظائف. وبالتالي ، فإن الحصول على وظيفتك الأولى يمكن أن يمثل تحديًا ، لا سيما إذا لم يكن التواصل مع الآخرين للحصول على وظيفة هو موطن قوتك. من ناحية أخرى ، وظائف تكنولوجيا المعلومات هي أكثر وفرة ، وغالبا ما تدفع أكثر.في النهاية ، عليك أن تتعلم ما أنت متحمس له.من ناحية أخرى ، يمكن تدريب المرء على تكنولوجيا المعلومات بسرعة أكبر بكثير من الهندسة الميكانيكية. هذا يفتح إمكانية أخذ بعض الدورات التدريبية في مجال تكنولوجيا المعلومات جنبًا إلى جنب مع الهندسة الميكانيكية. بهذه الطريقة ، سيكون لديك طريقة لكسب عيش لائق أثناء محاولة العثور على وظيفة مهندس ميكانيكا.المسؤوليات الوظيفية للمهندس الميكانيكي ومهندس تكنولوجيا المعلوماتالمهندس الميكانيكييصمم المهندسون الميكانيكيون آلات أخرى داخل المباني ، مثل المصاعد والسلالم المتحركة.تشمل المسؤوليات الوظيفية للمهندس الميكانيكي ما يلي:مهندس تقنية المعلوماتيعمل مهندسو تكنولوجيا المعلومات (IT) عادةً في قسم تكنولوجيا المعلومات في الشركة بتصميم أو إنشاء أو تثبيت أو استكشاف أخطاء البرامج والتكنولوجيا.يعمل بعض مهندسي تكنولوجيا المعلومات على أجهزة الكمبيوتر (مهندسو النظام) بينما يعمل آخرون (مهندسو البرمجيات) على جانب البرنامج من نظام الكمبيوتر الخاص بصاحب العمل.قد يضطر مهندسو تكنولوجيا المعلومات إلى تقديم الدعم الفني عن بُعد (عبر الهاتف أو البريد الإلكتروني أو منصات الدردشة) أو في الموقع مباشرةً مع المستخدمين النهائيين.قد يشاركون في تدريب المستخدمين ويجب أن يكونوا قادرين على إعداد وتكوين أجهزة الكمبيوتر والطابعات ومعدات الشبكة والأجهزة الأخرى للكمبيوتر.تشمل المسؤوليات الوظيفية لمهندس تكنولوجيا المعلومات:,0,سوفا
هل رفع نفس الفيديو على اليوتيوب والفيسبوك يسبب ضرر؟,0,السلام عليكماولا ينقسم الامر الي نوعين و النوعين لا ينطبقان علي الفيديوهات فقط بل علي الصور ايضا النوع الاول بدون حقوق طبع ونشر ويمكنك اعادة نشر الفيديو في اي موقع بدون اي ضررالنوع الثاني (الغالب)يحتوي علي حقوق طبع ونشر لشركه معينه وتسمح لك الشركه بنشر الفيديو مقابل شراؤة بثمن معين وذلك لايمكنك استخدامه بدون شراء وعند رفع الفيديو بدون شراؤة سيتعرض الفيديو للحذف وايضا سيضر بقناتك,1,سوفا
